value,valueLabel,valueDescription,ct,valueAltLabel,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q218,Romania,republic in Southeast Europe,2,"ro, Rumania, 🇷🇴, România, Roumania",http://www.wikidata.org/entity/Q6004485,María Raquel Adler
http://www.wikidata.org/entity/Q46,Europe,"continent in Earth, mainly on the northeastern quadrant",2,"continent Europe, Europea, Northwest Eurasia",http://www.wikidata.org/entity/Q5814410,Nicole Neumann
http://www.wikidata.org/entity/Q1002570,Bugis,ethnic group,2,Buginese people,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q1024825,Chindian,ethnic group,2,,http://www.wikidata.org/entity/Q448040,Jwala Gutta
http://www.wikidata.org/entity/Q10312754,Japanese Canadians,,2,,http://www.wikidata.org/entity/Q3136238,Hiro Kanagawa
http://www.wikidata.org/entity/Q1042001,Polynesians,ethnic group,2,Polynesian people,http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q1044876,Xibe people,Tungusic ethnic group living mostly in Northeast China and Xinjiang,2,,http://www.wikidata.org/entity/Q7820932,Tong Liya
http://www.wikidata.org/entity/Q106713,Mestizo,race,2,,http://www.wikidata.org/entity/Q284017,Atahualpa Yupanqui
http://www.wikidata.org/entity/Q1092641,Luxembourgers,ethnic group,2,,http://www.wikidata.org/entity/Q106547,Paul Lauterbur
http://www.wikidata.org/entity/Q1113048,Iranian American,ethnic group,2,,http://www.wikidata.org/entity/Q4153,George Bournoutian
http://www.wikidata.org/entity/Q1115469,Khorchin Mongols,ethnic group living at south-east of Inner-Mongolia,2,Qorčin,http://www.wikidata.org/entity/Q1373915,Empress Dowager Xiaozhuang
http://www.wikidata.org/entity/Q1123923,Nez Perce people,ethnic group,2,"Nez Perces, Nez Percés",http://www.wikidata.org/entity/Q4081630,White Bird
http://www.wikidata.org/entity/Q1137067,Ovambo people,A Southern African ethnic group,2,"Aawambo, Ambo, Ovambos, Ovawambo",http://www.wikidata.org/entity/Q1445451,Frans Indongo
http://www.wikidata.org/entity/Q1137419,Quiché,ethnic group,2,Quiche,http://www.wikidata.org/entity/Q64554,Tecun Uman
http://www.wikidata.org/entity/Q1143929,Kamba people,ethnic group,2,,http://www.wikidata.org/entity/Q114,Kenya
http://www.wikidata.org/entity/Q1144444,Tamang people,ethnic group,2,,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q117244,Arawak peoples,"group of indigenous peoples of South America and historically of the Caribbean. Specifically, the term Arawak has been applied at various times to the Lokono and the Taíno, all of whom spoke related Arawakan languages",2,Arawaks,http://www.wikidata.org/entity/Q5544562,George Simon
http://www.wikidata.org/entity/Q11904259,African immigration to Puerto Rico,,2,,http://www.wikidata.org/entity/Q38829300,Loida Figueroa Mercado
http://www.wikidata.org/entity/Q1200528,Malaysian Chinese,ethnic group,2,,http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q1235363,Dunlendings,Human race from J. R. R. Tolkien's legendarium,2,,http://www.wikidata.org/entity/Q2484991,Wulf
http://www.wikidata.org/entity/Q12404065,Israeli American,Israelis living in the United States.,2,Americanos israelíes,http://www.wikidata.org/entity/Q93070,Shmuel Winograd
http://www.wikidata.org/entity/Q1246837,Vascones,vasconia,2,,http://www.wikidata.org/entity/Q2528957,Musa I
http://www.wikidata.org/entity/Q1249914,Konkani people,,2,,http://www.wikidata.org/entity/Q466974,Eesha Koppikhar
http://www.wikidata.org/entity/Q1255605,Aquitani,"a people living in what is now southern Aquitaine and southwestern Midi-Pyrenees, France, called Aquitania by the Romans",2,,http://www.wikidata.org/entity/Q429121,Cohors I Aquitanorum
http://www.wikidata.org/entity/Q1257799,Ovimbundu,ethnic group,2,,http://www.wikidata.org/entity/Q916,Angola
http://www.wikidata.org/entity/Q1258905,Madurese people,people,2,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q1263379,Alids,dynasties descended from Ali ibn Abi Talib,2,,http://www.wikidata.org/entity/Q170046,Ja'far al-Sadiq
http://www.wikidata.org/entity/Q1266593,Bodo people,ethnic group,2,,http://www.wikidata.org/entity/Q4936714,Bodo culture
http://www.wikidata.org/entity/Q1267428,Dalmatae,tribe in Roman times,2,,http://www.wikidata.org/entity/Q5141409,Cohors II Delmatarum
http://www.wikidata.org/entity/Q1267805,Lozi people,ethnic group,2,,http://www.wikidata.org/entity/Q7021896,Ngalama
http://www.wikidata.org/entity/Q1277626,Tharu people,Indigenous ethnic group of Nepalese and Indian peoples,2,"Nepalese people, Indian People, Indigenous people",http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q12781266,Q12781266,Wikimedia disambiguation page,2,,http://www.wikidata.org/entity/Q12022644,Jan Kalousek
http://www.wikidata.org/entity/Q1280105,Nuba peoples,ethnic group,2,,http://www.wikidata.org/entity/Q1049,Sudan
http://www.wikidata.org/entity/Q1282763,Tahitians,ethnic group,2,Maohis,http://www.wikidata.org/entity/Q33788,New Caledonia
http://www.wikidata.org/entity/Q1286876,Maltese people,ethnic group,2,,http://www.wikidata.org/entity/Q333979,neuken
http://www.wikidata.org/entity/Q1290677,Meru people,ethnic group,2,Meru,http://www.wikidata.org/entity/Q114,Kenya
http://www.wikidata.org/entity/Q1293737,Bicolano people,ethnic group,2,,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q1295544,Fang,ethnic group,2,,http://www.wikidata.org/entity/Q28708051,Rafael María Nze Abuy
http://www.wikidata.org/entity/Q131242,Eskimo,indigenous people from the circumpolar region,2,"Eskimos or Esquimaux, esquimaux",http://www.wikidata.org/entity/Q4249376,Michael Kusugak
http://www.wikidata.org/entity/Q1317388,Kokang,,2,,http://www.wikidata.org/entity/Q5349242,Eike Htun
http://www.wikidata.org/entity/Q1324889,Beylik of Germiyan,former country,2,,http://www.wikidata.org/entity/Q3706312,Devlet Hatun
http://www.wikidata.org/entity/Q1377716,Belgians,people originating from the Kingdom of Belgium,2,,http://www.wikidata.org/entity/Q464656,Misha Defonseca
http://www.wikidata.org/entity/Q1400317,Greuthungi,tribe,2,,http://www.wikidata.org/entity/Q576127,Alatheus
http://www.wikidata.org/entity/Q1424902,Nandi people,ethnic group,2,,http://www.wikidata.org/entity/Q6410203,Kimnyole
http://www.wikidata.org/entity/Q1453289,Alakozai,family name,2,,http://www.wikidata.org/entity/Q4665371,Abdul Hakim Jan
http://www.wikidata.org/entity/Q14535097,Indonesians,People from Indonesia,2,Indonesian people,http://www.wikidata.org/entity/Q33788,New Caledonia
http://www.wikidata.org/entity/Q145573,zambo,ethnic group,2,,http://www.wikidata.org/entity/Q2846534,Andresote
http://www.wikidata.org/entity/Q147401,Zapotec peoples,ethnic group,2,,http://www.wikidata.org/entity/Q182276,Benito Juárez
http://www.wikidata.org/entity/Q1484689,Volga Tatars,ethnic group,2,Kazan Tatars,http://www.wikidata.org/entity/Q363379,Haroun Tazieff
http://www.wikidata.org/entity/Q15107834,African Haitian,racial or ethnic group in Haiti with African ancestry,2,"Afro-Haitians, Afro Haitian, Black Haitian",http://www.wikidata.org/entity/Q512065,Edmonia Lewis
http://www.wikidata.org/entity/Q1537653,Ho-Chunk,Native American tribe,2,Winnebago,http://www.wikidata.org/entity/Q5727663,Henry Roe Cloud
http://www.wikidata.org/entity/Q1554625,Gunditjmara people,ethnic group,2,,http://www.wikidata.org/entity/Q28925013,Alma Thorpe
http://www.wikidata.org/entity/Q1564956,Serbs in Slovenia,ethnic group,2,,http://www.wikidata.org/entity/Q6068789,Irena Kazazić
http://www.wikidata.org/entity/Q1645980,Jat people,jat jatt,2,"Jatt, Jat People",http://www.wikidata.org/entity/Q3192675,Kanishtha Dhankar
http://www.wikidata.org/entity/Q1647092,Teleri,Elvish race from J. R. R. Tolkien's legendarium,2,,http://www.wikidata.org/entity/Q719208,Celeborn
http://www.wikidata.org/entity/Q169260,Moors,"medieval Muslim inhabitants of the Maghreb, Iberian Peninsula, Sicily, and Malta",2,,http://www.wikidata.org/entity/Q2347534,Bogud
http://www.wikidata.org/entity/Q170088,Herero people,ethnic group,2,Herero,http://www.wikidata.org/entity/Q520226,Samuel Maharero
http://www.wikidata.org/entity/Q17061936,Native American,album by Tony Rice,2,,http://www.wikidata.org/entity/Q3335569,Nancy Elizabeth Prophet
http://www.wikidata.org/entity/Q172365,San people,members of various indigenous hunter-gatherer people of Southern Africa,2,"Basarwa, Bushmen, Vegetta",http://www.wikidata.org/entity/Q312608,Nǃxau
http://www.wikidata.org/entity/Q1750998,Edain,Human race from J. R. R. Tolkien's legendarium,2,,http://www.wikidata.org/entity/Q2425582,Haleth
http://www.wikidata.org/entity/Q1751447,Bani Assad,Wikimedia list article,2,,http://www.wikidata.org/entity/Q307665,Abd Allah ibn al-Zubayr
http://www.wikidata.org/entity/Q178631,Kanak people,,2,,http://www.wikidata.org/entity/Q33788,New Caledonia
http://www.wikidata.org/entity/Q18535409,skaa,fictional slave race from Mistborn series,2,,http://www.wikidata.org/entity/Q18535363,Kelsier
http://www.wikidata.org/entity/Q185461,Arameans,,2,Aramean people,http://www.wikidata.org/entity/Q1030576,Christiaan Cicek
http://www.wikidata.org/entity/Q1891793,Moroccans,,2,Moroccan people,http://www.wikidata.org/entity/Q401107,Ahmed Aboutaleb
http://www.wikidata.org/entity/Q192647,Hutu,ethnic group inhabiting the African Great Lakes region,2,Abahutu,http://www.wikidata.org/entity/Q12238223,Marie Theopista Mukarubibi
http://www.wikidata.org/entity/Q1929582,Mosuo,,2,,http://www.wikidata.org/entity/Q46189448,Q46189448
http://www.wikidata.org/entity/Q1970302,Swabians,,2,,http://www.wikidata.org/entity/Q163800,Veit Stoss
http://www.wikidata.org/entity/Q1974818,Tewa people,ethnic group,2,Tewa,http://www.wikidata.org/entity/Q4282580,Esther Martinez
http://www.wikidata.org/entity/Q1983621,Demography of the United Kingdom,,2,,http://www.wikidata.org/entity/Q4885546,Ben Dover
http://www.wikidata.org/entity/Q1984412,Ngāti Maniapoto,an iwi (tribe of Māori people),2,,http://www.wikidata.org/entity/Q16013437,Rangimarie Hetet
http://www.wikidata.org/entity/Q1984427,Ngāti Raukawa,"group of iwi and hapū in the Waikato Region, Taupo and Manawatū, New Zealand",2,,http://www.wikidata.org/entity/Q4978326,Bruce Stewart
http://www.wikidata.org/entity/Q1987276,Khotogoid,,2,,http://www.wikidata.org/entity/Q4841017,Badma Erdeni Khong Tayiji
http://www.wikidata.org/entity/Q2002129,Roma,subgroup of the Romani people,2,,http://www.wikidata.org/entity/Q901819,Pista Dankó
http://www.wikidata.org/entity/Q200513,Sherpa,ethnic group from the most mountainous region of Nepal,2,Sherpa people,http://www.wikidata.org/entity/Q80732,Tenzing Norgay
http://www.wikidata.org/entity/Q201028,Khmer people,ethnic group,2,,http://www.wikidata.org/entity/Q424,Cambodia
http://www.wikidata.org/entity/Q204333,Arab citizens of Israel,ethnic group,2,Israeli Arabs,http://www.wikidata.org/entity/Q726108,Salim Joubran
http://www.wikidata.org/entity/Q207761,Balts,ethnic group,2,,http://www.wikidata.org/entity/Q805779,Baltic mythology
http://www.wikidata.org/entity/Q208176,Morisco,Muslim-descended community in Spain,2,,http://www.wikidata.org/entity/Q1352058,Juan de Pareja
http://www.wikidata.org/entity/Q209851,Marcomanni,historical ethnical group,2,,http://www.wikidata.org/entity/Q28831570,Fredegildus
http://www.wikidata.org/entity/Q211678,Iceni,native British tribe,2,Eceni,http://www.wikidata.org/entity/Q184634,Boudica
http://www.wikidata.org/entity/Q217464,Daur people,ethnic group,2,,http://www.wikidata.org/entity/Q11654920,Guobole Changshun
http://www.wikidata.org/entity/Q219517,Dalit,lowest caste in the Indo-Nepalese caste system,2,Untouchable caste,http://www.wikidata.org/entity/Q771686,Basava
http://www.wikidata.org/entity/Q222175,Cornish people,ethnic group,2,,http://www.wikidata.org/entity/Q20015,John Couch Adams
http://www.wikidata.org/entity/Q2257191,Italian Australian,,2,,http://www.wikidata.org/entity/Q3660205,Carmel Zollo
http://www.wikidata.org/entity/Q2258527,Indigenous peoples in Colombia,,2,,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q226324,Indian,Wikimedia disambiguation page,2,भारतीय,http://www.wikidata.org/entity/Q5416436,Evelyn Sharma
http://www.wikidata.org/entity/Q2265058,Black Númenóreans,Human race from J. R. R. Tolkien's legendarium,2,Black Numenoreans,http://www.wikidata.org/entity/Q261584,Mouth of Sauron
http://www.wikidata.org/entity/Q22906870,Merikins,,2,,http://www.wikidata.org/entity/Q5687959,Hazel Manning
http://www.wikidata.org/entity/Q2338367,Greeks in Egypt,,2,,http://www.wikidata.org/entity/Q635,Cleopatra
http://www.wikidata.org/entity/Q2376604,Assyrians in Iraq,,2,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q2401619,Banu Zuhrah,,2,,http://www.wikidata.org/entity/Q380184,Sa`d ibn Abi Waqqas
http://www.wikidata.org/entity/Q2464565,Turkish American,,2,,http://www.wikidata.org/entity/Q19658,Cenk Uygur
http://www.wikidata.org/entity/Q2526737,Kapampangan people,ethnic group,2,,http://www.wikidata.org/entity/Q437710,Isabel Preysler
http://www.wikidata.org/entity/Q2527423,Ilocano people,ethnic group,2,,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q2533493,Maidu,,2,,http://www.wikidata.org/entity/Q6154243,Janice Gould
http://www.wikidata.org/entity/Q2533513,Limba people,major ethnic group in the Sierra Leone,2,,http://www.wikidata.org/entity/Q887812,Joseph Saidu Momoh
http://www.wikidata.org/entity/Q254387,Orang Asli,generic Malaysian term used officially for the indigenous people of Peninsular Malaysia,2,,http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q2598589,Armenians in Russia,,2,,http://www.wikidata.org/entity/Q28614,Garry Kasparov
http://www.wikidata.org/entity/Q2607748,Bantenese,,2,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q2614835,Karamoja,,2,,http://www.wikidata.org/entity/Q7175509,Peter Lokeris
http://www.wikidata.org/entity/Q2633574,Banu Tamim,Wikimedia list article,2,,http://www.wikidata.org/entity/Q1147560,Khabbab ibn al-Aratt
http://www.wikidata.org/entity/Q2637569,Bayid,subgroup of the Mongols,2,"Bayad, Bayaud, Bayaut",http://www.wikidata.org/entity/Q558706,Jambyn Batmönkh
http://www.wikidata.org/entity/Q265730,Aboriginal Tasmanian,ethnic group,2,,http://www.wikidata.org/entity/Q880328,Black Jack
http://www.wikidata.org/entity/Q2658204,British Chinese,ethnic group,2,"Chinese British, Chinese Briton",http://www.wikidata.org/entity/Q236520,Alexa Chung
http://www.wikidata.org/entity/Q2672654,History of the Jews in Morocco,,2,,http://www.wikidata.org/entity/Q6755688,Marc Lasry
http://www.wikidata.org/entity/Q2723624,Lohana,Indian caste,2,,http://www.wikidata.org/entity/Q160554,Muhammad Ali Jinnah
http://www.wikidata.org/entity/Q2736999,Iyer,a caste of Hindu Brahmin communities of Tamil origin,2,,http://www.wikidata.org/entity/Q45747,Viswanathan Anand
http://www.wikidata.org/entity/Q274356,Dargwa people,ethnic group,2,,http://www.wikidata.org/entity/Q21153746,Gadzhimurad Rashidov
http://www.wikidata.org/entity/Q277647,Luhya,Bantu ethnic group in Kenya,2,Luyia,http://www.wikidata.org/entity/Q114,Kenya
http://www.wikidata.org/entity/Q27892634,Tsuu T'ina Nation,First Nation authority and tribal government in Alberta,2,Sarcee Nation,http://www.wikidata.org/entity/Q28482874,David Crowchild
http://www.wikidata.org/entity/Q2822139,Q2822139,,2,,http://www.wikidata.org/entity/Q2568902,Skaara
http://www.wikidata.org/entity/Q2826286,Afro Ecuadorian,,2,,http://www.wikidata.org/entity/Q1678730,Jaime Hurtado
http://www.wikidata.org/entity/Q2996826,Venezuelan people,,2,,http://www.wikidata.org/entity/Q21203,Aruba
http://www.wikidata.org/entity/Q3016793,Tayy,Arabian tribe and noble family name in Arab world,2,,http://www.wikidata.org/entity/Q2630337,Adi ibn Hatim
http://www.wikidata.org/entity/Q3072663,Finnish American,Americans of Finnish descent,2,,http://www.wikidata.org/entity/Q534128,Gus Hall
http://www.wikidata.org/entity/Q3088284,Afro-Argentines,ethnic group,2,African Argentinians,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q308885,Quadi,Germanic tribe,2,,http://www.wikidata.org/entity/Q19959515,Furtius
http://www.wikidata.org/entity/Q3120476,Ulster Scots people,,2,,http://www.wikidata.org/entity/Q5542119,Johnny Adair
http://www.wikidata.org/entity/Q3154490,Irish Canadian,ethnic group,2,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q3243684,Kayastha,Origin of Kayasthas,2,,http://www.wikidata.org/entity/Q2367593,Mukesh
http://www.wikidata.org/entity/Q3352263,Bengali Brahmins,,2,,http://www.wikidata.org/entity/Q103774,Ravi Shankar
http://www.wikidata.org/entity/Q3372484,Murri people,,2,,http://www.wikidata.org/entity/Q23849438,Tiga Bayles
http://www.wikidata.org/entity/Q3501932,Armenians in Cyprus,,2,Armenian-Cypriots,http://www.wikidata.org/entity/Q28074878,Ruben Perperian
http://www.wikidata.org/entity/Q3521998,Chitpavan,,2,,http://www.wikidata.org/entity/Q55704,Kedar Joshi
http://www.wikidata.org/entity/Q3567287,Cebuano people,subgroup of the Visayan people,2,,http://www.wikidata.org/entity/Q928,Philippines
